rowid;fpl_hostname;fpl_letter;fpl_name;fpl_discmethod;fpl_controvflag;fpl_disc;fpl_orbper;fpl_smax;fpl_eccen;fpl_bmasse;fpl_bmassj;fpl_bmassprov;fpl_rade;fpl_radj;fpl_rads;fpl_dens;fpl_eqt;fpl_insol;fpl_tranflag;fpl_cbflag;fpl_snum;ra_str;ra;dec_str;dec;fst_dist;fst_optmag;fst_optmagband;fst_nirmag;fst_nirmagband;fst_spt;fst_teff;fst_logg;fst_lum;fst_mass;fst_rad;fst_met;fst_metratio;fst_age
2848;Kepler-395;b;Kepler-395 b;Transit;0;2014;705.434.600;0.061000;;108.000;0.00340;M-R relationship;1.030;0.092;0.009;483.000;576;17.80;1;0;1;19h34m02.66s;293.511.099;+45d08m11.8s;45.136.598;426.34;15.958;G (Gaia);12.948;Ks (2MASS);;4262.00;4.73;-1.001;0.58;0.56;-0.020;[Fe/H];1.600
2849;Kepler-395;c;Kepler-395 c;Transit;0;2014;3.498.926.200;0.177000;;230.000;0.00724;M-R relationship;1.320;0.118;0.012;483.000;341;2.11;1;0;1;19h34m02.66s;293.511.099;+45d08m11.8s;45.136.598;426.34;15.958;G (Gaia);12.948;Ks (2MASS);;4262.00;4.73;-1.001;0.58;0.56;-0.020;[Fe/H];1.600
2850;Kepler-396;b;Kepler-396 b;Transit;0;2013;4.299.400.000;;;7.550.000;0.23800;Mass;3.500;0.312;0.032;968.000;;13.73;1;0;1;19h44m31.88s;296.132.818;+48d58m38.6s;48.977.402;225.19;11.829;G (Gaia);10.285;Ks (2MASS);;5384.00;4.32;-0.144;0.97;1.17;-0.129;[Fe/H];4.370
2851;Kepler-396;c;Kepler-396 c;Transit;0;2013;8.850.500.000;;;1.790.000;0.05600;Mass;5.300;0.473;0.049;0.66100;;5.24;1;0;1;19h44m31.88s;296.132.818;+48d58m38.6s;48.977.402;225.19;11.829;G (Gaia);10.285;Ks (2MASS);;5384.00;4.32;-0.144;0.97;1.17;-0.129;[Fe/H];4.370
2852;Kepler-397;b;Kepler-397 b;Transit;0;2014;2.225.094.900;0.144000;;662.000;0.02080;M-R relationship;2.460;0.219;0.023;244.000;;;1;0;1;19h43m34.59s;295.894.109;+42d22m49.6s;42.380.451;969.00;15.996;Kepler-band;13.900;Ks (2MASS);;5307.00;4.57;-0.376;0.79;0.77;-0.240;[Fe/H];5.250
2853;Kepler-397;c;Kepler-397 c;Transit;0;2014;13.549.852.700;0.480000;;3.160.000;0.09950;M-R relationship;6.180;0.551;0.057;0.73600;;;1;0;1;19h43m34.59s;295.894.109;+42d22m49.6s;42.380.451;969.00;15.996;Kepler-band;13.900;Ks (2MASS);;5307.00;4.57;-0.376;0.79;0.77;-0.240;[Fe/H];5.250
2854;Kepler-398;b;Kepler-398 b;Transit;0;2014;408.142.300;0.044000;;0.74900;0.00236;M-R relationship;0.930;0.083;0.009;512.000;;81.29;1;0;1;19h25m52.48s;291.468.662;+40d20m37.9s;40.343.853;178.27;13.235;G (Gaia);10.794;Ks (2MASS);;4493.00;4.69;-0.821;0.72;0.61;-0.060;[Fe/H];2.340
2855;Kepler-398;c;Kepler-398 c;Transit;0;2014;1.141.941.200;0.087000;;101.000;0.00317;M-R relationship;1.010;0.090;0.009;539.000;;20.56;1;0;1;19h25m52.48s;291.468.662;+40d20m37.9s;40.343.853;178.27;13.235;G (Gaia);10.794;Ks (2MASS);;4493.00;4.69;-0.821;0.72;0.61;-0.060;[Fe/H];2.340
2856;Kepler-398;d;Kepler-398 d;Transit;0;2016;683.437.001;;;0.61500;0.00193;M-R relationship;0.880;0.079;0.008;496.000;;40.83;1;0;1;19h25m52.48s;291.468.662;+40d20m37.9s;40.343.853;178.27;13.235;G (Gaia);10.794;Ks (2MASS);;4493.00;4.69;-0.821;0.72;0.61;-0.060;[Fe/H];2.340
2857;Kepler-399;b;Kepler-399 b;Transit;0;2014;1.442.528.100;0.103000;;0.84000;0.00264;M-R relationship;0.960;0.086;0.009;522.000;;;1;0;1;19h58m00.42s;299.501.738;+40d40m14.9s;40.670.806;1362.18;14.528;G (Gaia);12.698;Ks (2MASS);;5502.00;4.62;-0.418;0.94;0.68;-0.070;[Fe/H];3.980
2858;Kepler-399;c;Kepler-399 c;Transit;0;2014;2.667.569.000;0.155000;;263.000;0.00829;M-R relationship;1.430;0.128;0.013;494.000;;;1;0;1;19h58m00.42s;299.501.738;+40d40m14.9s;40.670.806;1362.18;14.528;G (Gaia);12.698;Ks (2MASS);;5502.00;4.62;-0.418;0.94;0.68;-0.070;[Fe/H];3.980
2859;Kepler-399;d;Kepler-399 d;Transit;0;2014;5.803.461.600;0.261000;;423.000;0.01330;M-R relationship;1.890;0.169;0.017;344.000;;;1;0;1;19h58m00.42s;299.501.738;+40d40m14.9s;40.670.806;1362.18;14.528;G (Gaia);12.698;Ks (2MASS);;5502.00;4.62;-0.418;0.94;0.68;-0.070;[Fe/H];3.980
2860;Kepler-4;b;Kepler-4 b;Transit;0;2009;321.346.000;0.045600;0.000000;2.447.200;0.07700;Mass;4.002;0.357;0.037;191.000;1650;1245.43;1;0;1;19h02m27.68s;285.615.322;+50d08m08.7s;50.135.754;550.00;12.700;V (Johnson);10.805;Ks (2MASS);;5857.00;4.17;0.354;1.22;1.49;0.170;[Fe/H];4.500
2861;Kepler-40;b;Kepler-40 b;Transit;0;2010;687.349.000;0.080000;0.000000;69.920.000;220.000;Mass;13.110;1.170;0.120;168.000;1620;1187.96;1;0;1;19h47m15.29s;296.813.690;+47d31m35.8s;47.526.608;2700.00;14.559;G (Gaia);13.270;Ks (2MASS);F5 IV;6510.00;3.94;0.831;1.48;2.13;0.100;[Fe/H];2.800
2862;Kepler-400;b;Kepler-400 b;Transit;0;2014;902.438.900;0.087000;;336.000;0.01060;M-R relationship;1.650;0.147;0.015;411.000;;;1;0;1;19h23m46.68s;290.944.481;+40d28m48.1s;40.480.035;709.00;13.840;G (Gaia);12.296;Ks (2MASS);;5886.00;4.35;0.152;1.08;1.15;0.040;[Fe/H];3.630
2863;Kepler-400;c;Kepler-400 c;Transit;0;2014;1.734.082.400;0.134000;;283.000;0.00889;M-R relationship;1.490;0.133;0.014;470.000;;;1;0;1;19h23m46.68s;290.944.481;+40d28m48.1s;40.480.035;709.00;13.840;G (Gaia);12.296;Ks (2MASS);;5886.00;4.35;0.152;1.08;1.15;0.040;[Fe/H];3.630
2864;Kepler-401;b;Kepler-401 b;Transit;0;2014;1.438.303.500;0.122000;;357.000;0.01120;M-R relationship;1.710;0.153;0.016;392.000;;254.25;1;0;1;19h20m19.86s;290.082.749;+50d51m48.5s;50.863.483;993.14;13.287;G (Gaia);11.987;Ks (2MASS);;6117.00;4.25;0.548;1.17;1.33;0.020;[Fe/H];3.390
2865;Kepler-401;c;Kepler-401 c;Transit;0;2014;4.731.821.800;0.269000;;527.000;0.01660;M-R relationship;2.150;0.192;0.020;291.000;;52.00;1;0;1;19h20m19.86s;290.082.749;+50d51m48.5s;50.863.483;993.14;13.287;G (Gaia);11.987;Ks (2MASS);;6117.00;4.25;0.548;1.17;1.33;0.020;[Fe/H];3.390
2866;Kepler-401;d;Kepler-401 d;Transit;0;2016;18.425.640.500;;;577.000;0.01820;M-R relationship;2.270;0.203;0.021;271.000;;8.48;1;0;1;19h20m19.86s;290.082.749;+50d51m48.5s;50.863.483;993.14;13.287;G (Gaia);11.987;Ks (2MASS);;6117.00;4.25;0.548;1.17;1.33;0.020;[Fe/H];3.390
2867;Kepler-402;b;Kepler-402 b;Transit;0;2014;402.875.100;0.051000;;198.000;0.00624;M-R relationship;1.220;0.109;0.011;599.000;;619.84;1;0;1;19h13m28.85s;288.370.225;+43d21m16.6s;43.354.610;636.78;13.192;G (Gaia);11.993;Ks (2MASS);;6090.00;4.28;0.195;1.15;1.26;-0.030;[Fe/H];3.310
2868;Kepler-402;c;Kepler-402 c;Transit;0;2014;612.482.100;0.068000;;305.000;0.00961;M-R relationship;1.560;0.139;0.014;441.000;;353.97;1;0;1;19h13m28.85s;288.370.225;+43d21m16.6s;43.354.610;636.78;13.192;G (Gaia);11.993;Ks (2MASS);;6090.00;4.28;0.195;1.15;1.26;-0.030;[Fe/H];3.310
2869;Kepler-402;d;Kepler-402 d;Transit;0;2014;892.109.900;0.087000;;248.000;0.00780;M-R relationship;1.380;0.123;0.013;519.000;;214.28;1;0;1;19h13m28.85s;288.370.225;+43d21m16.6s;43.354.610;636.78;13.192;G (Gaia);11.993;Ks (2MASS);;6090.00;4.28;0.195;1.15;1.26;-0.030;[Fe/H];3.310
2870;Kepler-402;e;Kepler-402 e;Transit;0;2014;1.124.286.100;0.102000;;273.000;0.00859;M-R relationship;1.460;0.130;0.013;482.000;;157.48;1;0;1;19h13m28.85s;288.370.225;+43d21m16.6s;43.354.610;636.78;13.192;G (Gaia);11.993;Ks (2MASS);;6090.00;4.28;0.195;1.15;1.26;-0.030;[Fe/H];3.310
2871;Kepler-403;b;Kepler-403 b;Transit;0;2014;703.146.200;0.076000;;210.000;0.00660;M-R relationship;1.250;0.112;0.011;591.000;;689.46;1;0;1;19h19m41.15s;289.921.461;+46d44m40.4s;46.744.560;860.93;12.760;G (Gaia);11.537;Ks (2MASS);;6090.00;4.27;0.633;1.25;1.33;0.160;[Fe/H];3.090
2872;Kepler-403;c;Kepler-403 c;Transit;0;2014;5.428.074.900;0.297000;;371.000;0.01170;M-R relationship;1.750;0.156;0.016;380.000;;45.15;1;0;1;19h19m41.15s;289.921.461;+46d44m40.4s;46.744.560;860.93;12.760;G (Gaia);11.537;Ks (2MASS);;6090.00;4.27;0.633;1.25;1.33;0.160;[Fe/H];3.090
2873;Kepler-403;d;Kepler-403 d;Transit;0;2016;1.361.159.129;;;260.000;0.00819;M-R relationship;1.420;0.127;0.013;499.000;;285.30;1;0;1;19h19m41.15s;289.921.461;+46d44m40.4s;46.744.560;860.93;12.760;G (Gaia);11.537;Ks (2MASS);;6090.00;4.27;0.633;1.25;1.33;0.160;[Fe/H];3.090
2874;Kepler-404;b;Kepler-404 b;Transit;0;2014;1.182.985.100;0.102000;;215.000;0.00678;M-R relationship;1.270;0.113;0.012;577.000;;44.53;1;0;1;19h05m35.67s;286.398.631;+45d20m36.7s;45.343.533;831.86;15.191;G (Gaia);13.477;Ks (2MASS);;5654.00;4.54;-0.345;;0.88;-0.009;[Fe/H];
2875;Kepler-404;c;Kepler-404 c;Transit;0;2014;1.475.116.600;0.118000;;361.000;0.01130;M-R relationship;1.720;0.153;0.016;390.000;;33.15;1;0;1;19h05m35.67s;286.398.631;+45d20m36.7s;45.343.533;831.86;15.191;G (Gaia);13.477;Ks (2MASS);;5654.00;4.54;-0.345;;0.88;-0.009;[Fe/H];
2876;Kepler-405;b;Kepler-405 b;Transit;0;2014;1.061.383.900;0.095000;;498.000;0.01570;M-R relationship;2.080;0.186;0.019;304.000;;55.62;1;0;1;19h25m38.27s;291.409.458;+38d20m24.1s;38.340.030;1096.92;15.802;G (Gaia);14.056;Ks (2MASS);;5818.00;4.54;-0.351;0.91;0.89;-0.030;[Fe/H];4.680
2877;Kepler-405;c;Kepler-405 c;Transit;0;2014;2.972.668.200;0.188000;;1.960.000;0.06160;M-R relationship;4.660;0.416;0.043;106.000;;14.09;1;0;1;19h25m38.27s;291.409.458;+38d20m24.1s;38.340.030;1096.92;15.802;G (Gaia);14.056;Ks (2MASS);;5818.00;4.54;-0.351;0.91;0.89;-0.030;[Fe/H];4.680
2878;Kepler-406;b;Kepler-406 b;Transit;0;2014;242.629.000;;;635.000;0.02000;Mass;1.430;0.128;0.013;1.182.000;;826.93;1;0;1;19h27m23.53s;291.848.044;+44d58m05.6s;44.968.224;367.86;12.490;G (Gaia);10.970;Ks (2MASS);;5538.00;4.41;0.019;1.07;1.07;0.180;[Fe/H];5.840
2879;Kepler-406;c;Kepler-406 c;Transit;0;2014;462.332.000;;;271.000;0.00900;Mass;0.850;0.076;0.008;2.439.000;;349.77;1;0;1;19h27m23.53s;291.848.044;+44d58m05.6s;44.968.224;367.86;12.490;G (Gaia);10.970;Ks (2MASS);;5538.00;4.41;0.019;1.07;1.07;0.180;[Fe/H];5.840
2880;Kepler-407;b;Kepler-407 b;Transit;0;2014;0.66931000;;;320.000;0.01007;Mass;1.070;0.095;0.010;;;4102.01;1;0;1;19h04m08.72s;286.036.347;+49d36m52.2s;49.614.506;341.69;12.507;G (Gaia);10.911;Ks (2MASS);;5476.00;4.43;-0.049;1.00;1.01;0.330;[Fe/H];7.470
2881;Kepler-407;c;Kepler-407 c;Radial Velocity;0;2014;300.000.000.000;;;400.000.000;1.260.000;Mass;12.300;1.100;0.113;1.180.000;;;0;0;1;19h04m08.72s;286.036.347;+49d36m52.2s;49.614.506;341.69;12.507;G (Gaia);10.911;Ks (2MASS);;5476.00;4.43;-0.049;1.00;1.01;0.330;[Fe/H];7.470
2882;Kepler-408;b;Kepler-408 b;Transit;0;2014;246.502.000;;;500.000;0.01573;Mass;0.820;0.073;0.007;;;1503.58;1;0;1;18h59m08.68s;284.786.175;+48d25m23.6s;48.423.233;89.01;8.699;G (Gaia);7.486;Ks (2MASS);;6104.00;4.29;0.285;1.08;1.23;-0.200;[Fe/H];6.680
2883;Kepler-409;b;Kepler-409 b;Transit;0;2014;6.895.840.000;;;2.200.000;0.06922;Mass;1.190;0.106;0.011;;;6.16;1;0;1;19h34m43.01s;293.679.190;+46d51m10.0s;46.852.764;68.31;9.391;G (Gaia);7.768;Ks (2MASS);;5460.00;4.50;-0.197;0.92;0.89;0.080;[Fe/H];6.800
2884;Kepler-41;b;Kepler-41 b;Transit;0;2011;185.555.820;0.031010;0.000000;17.798.000;0.56000;Mass;14.460;1.290;0.133;0.33000;1790;2036.75;1;0;1;19h38m03.17s;294.513.229;+45d58m53.9s;45.981.644;1128.11;14.413;G (Gaia);12.892;Ks (2MASS);G2 V;5750.00;4.28;0.224;1.15;1.29;0.380;[Fe/H];4.400
2885;Kepler-410 A;b;Kepler-410 A b;Transit;0;2013;1.783.364.800;0.122600;0.170000;844.000;0.02650;M-R relationship;2.838;0.253;0.026;203.000;;159.50;1;0;2;18h52m36.17s;283.150.698;+45d08m23.4s;45.139.832;132.00;9.500;V (Johnson);8.140;Ks (2MASS);;6273.00;4.26;0.435;1.21;1.35;0.010;[Fe/H];2.760
2886;Kepler-411;b;Kepler-411 b;Transit;0;2013;300.515.600;0.037500;0.146000;2.560.000;0.08055;Mass;2.401;0.214;0.022;1.030.000;1138;;1;0;1;19h10m25.34s;287.605.582;+49d31m23.7s;49.523.262;153.59;12.233;G (Gaia);10.062;Ks (2MASS);K2 V;4832.69;4.60;-0.584;0.87;0.82;0.050;[Fe/H];0.212
2887;Kepler-411;c;Kepler-411 c;Transit;0;2016;783.443.500;0.073900;0.108000;2.640.000;0.08306;Mass;4.421;0.394;0.041;170.000;838;;1;0;1;19h10m25.34s;287.605.582;+49d31m23.7s;49.523.262;153.59;12.233;G (Gaia);10.062;Ks (2MASS);K2 V;4832.69;4.60;-0.584;0.87;0.82;0.050;[Fe/H];0.212
2888;Kepler-411;d;Kepler-411 d;Transit;0;2018;5.802.035.000;0.279000;0.128000;1.520.000;0.04782;Mass;3.319;0.296;0.030;230.000;410;;1;0;1;19h10m25.34s;287.605.582;+49d31m23.7s;49.523.262;153.59;12.233;G (Gaia);10.062;Ks (2MASS);K2 V;4832.69;4.60;-0.584;0.87;0.82;0.050;[Fe/H];0.212
2889;Kepler-411;e;Kepler-411 e;Transit Timing Variations;0;2018;3.150.972.800;0.186000;0.016000;1.080.000;0.03398;Mass;3.280;0.293;0.030;168.000;503;;0;0;1;19h10m25.34s;287.605.582;+49d31m23.7s;49.523.262;153.59;12.233;G (Gaia);10.062;Ks (2MASS);K2 V;4832.69;4.60;-0.584;0.87;0.82;0.050;[Fe/H];0.212
2890;Kepler-412;b;Kepler-412 b;Transit;0;2014;172.086.040;0.028970;0.003800;29.907.803;0.94100;Mass;15.031;1.341;0.138;0.52000;1850;2144.31;1;0;1;19h04m26.48s;286.110.327;+43d40m51.4s;43.680.958;1121.32;13.730;V (Johnson);12.837;Ks (2MASS);G3 V;5750.00;4.30;0.272;1.17;1.29;0.270;[Fe/H];5.370
2891;Kepler-413;b;Kepler-413 b;Transit;0;2014;6.626.200.000;0.355300;0.118100;6.700.000;0.21100;Mass;4.347;0.388;0.040;320.000;;;1;1;2;19h14m02.55s;288.510.620;+51d09m44.9s;51.162.472;868.34;15.594;G (Gaia);13.415;Ks (2MASS);;4700.00;4.57;-0.430;0.82;0.78;-0.200;[Fe/H];
2892;Kepler-414;b;Kepler-414 b;Transit Timing Variations;0;2014;470.000.000;;;350.000;0.01100;Mass;1.710;0.153;0.016;385.000;;241.17;1;0;1;19h51m50.78s;297.961.566;+48d14m39.7s;48.244.362;418.44;13.321;G (Gaia);11.698;Ks (2MASS);;5381.00;4.47;-0.198;0.89;0.95;0.050;[Fe/H];5.500
2893;Kepler-414;c;Kepler-414 c;Transit Timing Variations;0;2014;717.100.000;;;2.990.000;0.09400;Mass;3.010;0.269;0.028;602.000;;137.09;1;0;1;19h51m50.78s;297.961.566;+48d14m39.7s;48.244.362;418.44;13.321;G (Gaia);11.698;Ks (2MASS);;5381.00;4.47;-0.198;0.89;0.95;0.050;[Fe/H];5.500
2894;Kepler-415;b;Kepler-415 b;Transit Timing Variations;0;2014;417.600.000;;;11.990.000;0.37700;Mass;1.210;0.108;0.011;37.200.000;;69.83;1;0;1;19h35m13.06s;293.804.434;+38d38m20.9s;38.639.131;538.39;15.841;G (Gaia);13.378;Ks (2MASS);;4375.00;4.62;-0.888;0.67;0.64;0.010;[Fe/H];4.900
2895;Kepler-415;c;Kepler-415 c;Transit Timing Variations;0;2014;870.800.000;;;571.000;0.01800;M-R relationship;2.254;0.201;0.021;274.000;;26.24;1;0;1;19h35m13.06s;293.804.434;+38d38m20.9s;38.639.131;538.39;15.841;G (Gaia);13.378;Ks (2MASS);;4375.00;4.62;-0.888;0.67;0.64;0.010;[Fe/H];4.900
2896;Kepler-416;b;Kepler-416 b;Transit Timing Variations;0;2014;631.900.000;;;5.820.000;0.18300;Mass;2.480;0.221;0.023;2.100.000;;224.09;1;0;1;19h26m13.67s;291.556.965;+39d13m38.2s;39.227.287;704.76;14.020;G (Gaia);12.510;Ks (2MASS);;5428.00;4.42;-0.027;1.00;1.07;0.070;[Fe/H];4.900
2897;Kepler-416;c;Kepler-416 c;Transit Timing Variations;0;2014;1.220.900.000;;;657.000;0.02070;M-R relationship;2.450;0.219;0.022;245.000;;93.07;1;0;1;19h26m13.67s;291.556.965;+39d13m38.2s;39.227.287;704.76;14.020;G (Gaia);12.510;Ks (2MASS);;5428.00;4.42;-0.027;1.00;1.07;0.070;[Fe/H];4.900
2898;Kepler-417;b;Kepler-417 b;Transit Timing Variations;0;2014;1.233.100.000;;;1.100.000;0.03500;Mass;2.310;0.206;0.021;490.000;;43.62;1;0;1;19h35m17.84s;293.824.314;+42d46m46.9s;42.779.705;999.47;15.866;G (Gaia);13.922;Ks (2MASS);;4970.75;4.57;-0.429;0.90;0.81;-0.020;[Fe/H];4.900
2899;Kepler-417;c;Kepler-417 c;Transit Timing Variations;0;2014;1.594.300.000;;;770.000;0.02420;M-R relationship;2.690;0.240;0.025;217.000;;30.97;1;0;1;19h35m17.84s;293.824.314;+42d46m46.9s;42.779.705;999.47;15.866;G (Gaia);13.922;Ks (2MASS);;4970.75;4.57;-0.429;0.90;0.81;-0.020;[Fe/H];4.900
2900;Kepler-418;b;Kepler-418 b;Transit;0;2014;8.667.856.000;;0.200000;34.960.000;110.000;Mass;13.450;1.200;0.123;;;8.88;1;0;1;19h37m44.04s;294.433.512;+38d21m19.6s;38.355.450;1031.92;14.649;G (Gaia);13.103;Ks (2MASS);;5820.00;4.35;0.050;0.98;1.09;-0.050;[M/H];7.000
2901;Kepler-419;b;Kepler-419 b;Transit;0;2014;6.975.460.000;0.370000;0.833000;79.450.000;250.000;Mass;10.800;0.960;0.099;350.000;;37.42;1;0;1;19h41m40.30s;295.417.899;+51d11m05.2s;51.184.765;1041.31;12.964;G (Gaia);11.859;Ks (2MASS);;6430.00;4.10;0.713;1.39;1.74;0.176;[Fe/H];1.290
2902;Kepler-419;c;Kepler-419 c;Transit Timing Variations;0;2014;67.547.000.000;1.680.000;0.184000;232.010.000;730.000;Mass;12.600;1.130;0.116;637.000;;;0;0;1;19h41m40.30s;295.417.899;+51d11m05.2s;51.184.765;1041.31;12.964;G (Gaia);11.859;Ks (2MASS);;6430.00;4.10;0.713;1.39;1.74;0.176;[Fe/H];1.290
2903;Kepler-42;b;Kepler-42 b;Transit;0;2011;121.376.720;0.011600;0.040000;0.39900;0.00126;M-R relationship;0.780;0.070;0.007;462.000;519;22.39;1;0;1;19h28m52.57s;292.219.033;+44d37m09.0s;44.619.160;38.70;16.124;V (Johnson);11.465;Ks (2MASS);M;3068.00;5.01;-2.620;0.13;0.17;-0.330;[M/H];4.500
2904;Kepler-42;c;Kepler-42 c;Transit;0;2011;0.45328509;0.006000;0.000000;0.31500;0.00099;M-R relationship;0.730;0.065;0.007;445.000;720;82.12;1;0;1;19h28m52.57s;292.219.033;+44d37m09.0s;44.619.160;38.70;16.124;V (Johnson);11.465;Ks (2MASS);M;3068.00;5.01;-2.620;0.13;0.17;-0.330;[M/H];4.500
2905;Kepler-42;d;Kepler-42 d;Transit;0;2011;186.516.900;0.015400;0.020000;0.13000;0.00041;M-R relationship;0.570;0.051;0.005;386.000;450;12.54;1;0;1;19h28m52.57s;292.219.033;+44d37m09.0s;44.619.160;38.70;16.124;V (Johnson);11.465;Ks (2MASS);M;3068.00;5.01;-2.620;0.13;0.17;-0.330;[M/H];4.500
2906;Kepler-421;b;Kepler-421 b;Transit;0;2014;70.419.840.000;1.219.000;0.041000;1.610.000;0.05080;M-R relationship;4.160;0.371;0.038;123.000;185;0.23;1;0;1;18h53m01.64s;283.256.822;+45d05m16.0s;45.087.776;320.00;13.348;G (Gaia);11.535;Ks (2MASS);G9/K0;5308.00;4.61;-0.398;0.79;0.76;-0.250;[Fe/H];4.000
2907;Kepler-422;b;Kepler-422 b;Transit;0;2014;789.144.830;0.082000;0.550000;13.666.000;0.43000;Mass;12.890;1.150;0.120;0.38000;;264.98;1;0;1;18h50m31.12s;282.629.656;+46d19m24.1s;46.323.357;738.20;13.423;G (Gaia);12.041;Ks (2MASS);;5972.00;4.31;0.240;1.15;1.24;0.230;[Fe/H];3.400
2908;Kepler-423;b;Kepler-423 b;Transit;0;2014;268.432.850;0.035850;0.019000;18.910.100;0.59500;Mass;13.361;1.192;0.123;0.45900;1605;649.15;1;0;1;19h31m25.38s;292.855.742;+46d23m28.2s;46.391.178;725.00;14.280;G (Gaia);12.779;Ks (2MASS);G4 V;5560.00;4.41;-0.054;0.85;0.95;-0.100;[M/H];11.000
2909;Kepler-424;b;Kepler-424 b;Transit;0;2014;331.186.440;0.044000;0.076000;32.735.000;103.000;Mass;9.980;0.890;0.091;194.000;;470.75;1;0;1;19h54m29.97s;298.624.890;+48d34m38.8s;48.577.454;712.87;14.229;G (Gaia);12.470;Ks (2MASS);;5460.00;4.50;-0.150;1.01;0.94;0.440;[Fe/H];4.900
2910;Kepler-424;c;Kepler-424 c;Radial Velocity;0;2014;22.330.000.000;0.730000;;221.518.000;697.000;Msini;12.700;1.130;0.116;594.000;;;0;0;1;19h54m29.97s;298.624.890;+48d34m38.8s;48.577.454;712.87;14.229;G (Gaia);12.470;Ks (2MASS);;5460.00;4.50;-0.150;1.01;0.94;0.440;[Fe/H];4.900
2911;Kepler-425;b;Kepler-425 b;Transit;0;2014;379.701.816;0.046400;0.330000;7.945.000;0.25000;Mass;10.962;0.978;0.101;0.27000;1070;229.04;1;0;1;19h21m25.92s;290.358.009;+40d34m03.9s;40.567.738;650.00;14.970;V (Johnson);12.806;Ks (2MASS);K1 V;5170.00;4.54;-0.323;0.93;0.86;0.240;[Fe/H];5.000
2912;Kepler-426;b;Kepler-426 b;Transit;0;2014;321.751.883;0.041400;0.180000;10.806.000;0.34000;Mass;12.220;1.090;0.112;0.26000;1300;410.72;1;0;1;19h17m44.31s;289.434.628;+49d28m24.2s;49.473.400;880.00;15.073;V (Johnson);13.212;Ks (2MASS);G1 V;5725.00;4.47;-0.089;0.91;0.92;-0.210;[Fe/H];6.000
2913;Kepler-427;b;Kepler-427 b;Transit;0;2014;1.029.099.400;0.091000;0.570000;9.217.000;0.29000;Mass;13.790;1.230;0.126;0.16000;1100;208.72;1;0;1;19h13m01.10s;288.254.580;+43d42m17.5s;43.704.868;1100.00;14.420;V (Johnson);12.777;Ks (2MASS);G2 V;5800.00;4.14;0.290;0.96;1.35;-0.190;[Fe/H];7.000
2914;Kepler-428;b;Kepler-428 b;Transit;0;2014;352.563.254;0.043300;0.220000;40.363.000;127.000;Mass;12.110;1.080;0.111;102.000;1070;195.09;1;0;1;19h22m19.61s;290.581.722;+40d34m38.6s;40.577.400;720.00;15.405;V (Johnson);13.234;Ks (2MASS);K1 V;5150.00;4.57;-0.390;0.87;0.80;0.090;[Fe/H];5.000
2915;Kepler-43;b;Kepler-43 b;Transit;0;2011;302.409.490;0.046000;0.017000;102.659.090;323.000;Mass;13.664;1.219;0.125;500.000;1620;1138.12;1;0;1;19h00m57.81s;285.240.856;+46d40m05.7s;46.668.255;1035.90;13.889;G (Gaia);12.549;Ks (2MASS);F8 V;6041.00;4.26;0.344;1.32;1.42;0.330;[Fe/H];2.300
2916;Kepler-430;b;Kepler-430 b;Transit;0;2015;3.596.800.000;0.224400;;1.060.000;0.03340;M-R relationship;3.250;0.290;0.030;170.000;667;40.84;1;0;1;19h31m14.07s;292.808.636;+49d34m46.0s;49.579.445;942.26;13.814;G (Gaia);12.391;Ks (2MASS);;5884.00;4.15;0.294;1.17;1.49;0.200;[Fe/H];5.130
2917;Kepler-430;c;Kepler-430 c;Transit;0;2015;11.097.900.000;0.475700;;371.000;0.01170;M-R relationship;1.750;0.160;0.016;380.000;458;9.10;1;0;1;19h31m14.07s;292.808.636;+49d34m46.0s;49.579.445;942.26;13.814;G (Gaia);12.391;Ks (2MASS);;5884.00;4.15;0.294;1.17;1.49;0.200;[Fe/H];5.130
2918;Kepler-431;b;Kepler-431 b;Transit;0;2015;680.300.000;0.071900;;0.37000;0.00117;M-R relationship;0.764;0.068;0.007;456.000;1032;577.54;1;0;1;18h44m26.96s;281.112.335;+43d13m40.0s;43.227.789;493.44;11.929;G (Gaia);10.649;Ks (2MASS);;6004.00;4.40;0.483;1.07;1.09;0.070;[Fe/H];4.270
2919;Kepler-431;c;Kepler-431 c;Transit;0;2015;870.300.000;0.084700;;0.22900;0.00072;M-R relationship;0.668;0.060;0.006;422.000;951;415.55;1;0;1;18h44m26.96s;281.112.335;+43d13m40.0s;43.227.789;493.44;11.929;G (Gaia);10.649;Ks (2MASS);;6004.00;4.40;0.483;1.07;1.09;0.070;[Fe/H];4.270
2920;Kepler-431;d;Kepler-431 d;Transit;0;2015;1.192.200.000;0.104500;;141.000;0.00444;M-R relationship;1.110;0.100;0.010;567.000;856;272.84;1;0;1;18h44m26.96s;281.112.335;+43d13m40.0s;43.227.789;493.44;11.929;G (Gaia);10.649;Ks (2MASS);;6004.00;4.40;0.483;1.07;1.09;0.070;[Fe/H];4.270
2921;Kepler-432;b;Kepler-432 b;Transit;0;2015;5.250.112.900;0.301000;0.513400;171.946.030;541.000;Mass;12.834;1.145;0.118;446.000;;97.85;1;0;1;19h33m07.73s;293.282.206;+48d17m09.2s;48.285.900;870.00;12.465;V (Johnson);10.121;Ks (2MASS);;4995.00;3.35;0.926;1.32;4.06;-0.070;[m/H];4.200
